assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
B,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)CN)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C=O)CS)[C@@H](C)O,CHEMBL429557,=,=,IC50,nM,0.75,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,0.75
B,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)CN)[C@@H](C)O)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CS)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C=O)CCCN=C(N)N,CHEMBL411146,=,=,IC50,nM,1.5,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,1.5
B,O=C(Nc1ccc(Br)cc1)OC1CN2CCC1CC2,CHEMBL372419,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Sc2ccccc2)cc1)OC1CN2CCC1CC2,CHEMBL194927,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccccc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL194115,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL371517,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccccc1)OC1CN2CCC1CC2,CHEMBL193996,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Sc2ccccc2)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL195417,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,COc1ccncc1C[C@@H]1[C@H](OC(=O)Nc2ccc(Br)cc2)C2CCN1CC2,CHEMBL195592,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cnccc1Oc1ccccc1,CHEMBL193631,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,COc1cncc(C[C@@H]2[C@H](OC(=O)Nc3ccc(Br)cc3)C3CCN2CC3)c1,CHEMBL195731,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,CC(C)Oc1cncc(C[C@@H]2[C@H](OC(=O)Nc3ccc(Br)cc3)C3CCN2CC3)c1,CHEMBL194006,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1ccccn1,CHEMBL195331,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cncnc1,CHEMBL193419,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cnc2ccccc2c1,CHEMBL194563,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1ccccc1,CHEMBL436087,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,COc1ccc(C[C@@H]2[C@H](OC(=O)Nc3ccc(Br)cc3)C3CCN2CC3)cc1,CHEMBL366234,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,CN(C)c1ccc(C[C@@H]2[C@H](OC(=O)Nc3ccc(Br)cc3)C3CCN2CC3)cc1,CHEMBL195873,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1ccc(F)cc1,CHEMBL193767,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,CS(=O)(=O)c1ccc(C[C@@H]2[C@H](OC(=O)Nc3ccc(Br)cc3)C3CCN2CC3)cc1,CHEMBL370080,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cn1ccnc1,CHEMBL193743,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1ccsc1,CHEMBL196611,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1ccco1,CHEMBL197307,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cc2ccccc2o1,CHEMBL195196,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,CCN1C[C@]2(COC(=O)c3ccccc3N3C(=O)C[C@H](C)C3=O)CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](OC)[C@@H]5[C@](O)(C[C@@H]6OC)[C@](O)([C@@H](OC)[C@H]23)[C@@H]14,CHEMBL510275,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(F)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL193441,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,COc1ccc(NC(=O)O[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)cc1,CHEMBL194083,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Oc2ccccc2)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL193483,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(-c2ccccc2)cc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL195633,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(NCc1ccccc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL193632,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(NC1CC1c1ccccc1)O[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL264771,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Br)cc1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL193866,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1cccc(Br)c1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL372508,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,COc1ccccc1NC(=O)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL193418,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,COc1cccc(NC(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)c1,CHEMBL426090,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,COc1ccc(NC(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)cc1,CHEMBL195601,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,COc1ccc(NC(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)c(OC)c1,CHEMBL363618,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,CSc1ccc(NC(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)cc1,CHEMBL193378,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(F)cc1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL193640,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1cccc(F)c1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL194390,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Cl)c(Cl)c1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL372253,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1cccc(C(F)(F)F)c1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL196880,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,N#Cc1cccc(NC(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)c1,CHEMBL195089,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,CN(C)c1ccc(NC(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)cc1,CHEMBL193579,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(Oc2ccccc2)cc1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL194055,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccc(-c2ccccc2)cc1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL371398,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(Nc1ccccc1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL372276,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(NCc1ccc(Br)cc1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL195775,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(NC1CC1c1ccccc1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL193536,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccc(Br)cc1,CHEMBL370523,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1cccc(Br)c1,CHEMBL373265,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccccc1,CHEMBL194291,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccc(F)cc1,CHEMBL196564,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,CN(C)c1ccc(C(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)cc1,CHEMBL372317,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccc(Sc2ccccc2)cc1,CHEMBL196472,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,Cn1cccc1C(=O)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL197356,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccsc1,CHEMBL364084,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1csc(Br)c1,CHEMBL382101,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccc(-c2ccccn2)s1,CHEMBL365992,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccc(I)s1,CHEMBL193830,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1cc2ccccc2o1,CHEMBL194082,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1c[nH]c2ccccc12,CHEMBL191825,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,Cn1cc(C(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)c2ccccc21,CHEMBL371851,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccc2ccccc2c1O,CHEMBL195470,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=C(/C=C/c1ccccc1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL195090,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,C/C(=C\c1ccccc1)C(=O)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL194724,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,C/C(=C\C(=O)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccccc1,CHEMBL194171,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=S(=O)(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccc(Br)cc1,CHEMBL193608,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=S(=O)(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1ccccc1,CHEMBL192422,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,COc1ccc(S(=O)(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)cc1,CHEMBL191897,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,NC(=O)Cc1ccc(S(=O)(=O)N[C@@H]2C3CCN(CC3)[C@@H]2Cc2cccnc2)cc1,CHEMBL435291,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,O=S(=O)(Cc1ccccc1)N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1,CHEMBL193444,>,>,Ki,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,10.0
B,Clc1ccc2c(c1)C1CNCC2C1,CHEMBL198773,=,=,Ki,nM,0.2,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.2
B,Clc1cc2c(cc1Cl)C1CNCC2C1,CHEMBL194469,=,=,Ki,nM,0.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.1
B,Nc1ccc2c(c1)C1CNCC2C1,CHEMBL179734,=,=,Ki,nM,100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,100.0
B,CC(=O)Nc1ccc2c(c1)C1CNCC2C1,CHEMBL372431,=,=,Ki,nM,75.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,75.0
B,O=S(=O)(c1ccc2c(c1)C1CNCC2C1)N1CC1,CHEMBL372652,=,=,Ki,nM,2.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.0
B,O=S(=O)(c1ccc2c(c1)C1CNCC2C1)N1CCCC1,CHEMBL194195,=,=,Ki,nM,3.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,3.1
B,CC(=O)c1ccc2c(c1)C1CNCC2C1,CHEMBL194204,=,=,Ki,nM,0.17,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.17
B,N#Cc1ccc2c(c1)C1CNCC2C1,CHEMBL196626,=,=,Ki,nM,0.5,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.5
B,Oc1ccc2c(c1)C1CNCC2C1,CHEMBL194187,=,=,Ki,nM,2.8,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.8
B,Fc1ccc2c(c1)C1CNCC2C1,CHEMBL372211,=,=,Ki,nM,1.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1.1
B,Fc1cc2c(cc1F)C1CNCC2C1,CHEMBL365524,=,=,Ki,nM,0.28,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.28
B,Cc1ccc2c(c1)C1CNCC2C1,CHEMBL194375,=,=,Ki,nM,1.6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1.6
B,FC(F)(F)c1ccc2c(c1)C1CNCC2C1,CHEMBL443304,=,=,Ki,nM,0.33,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.33
B,FC(F)(F)c1cccc2c1C1CNCC2C1,CHEMBL198986,=,=,Ki,nM,39.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,39.0
B,Fc1cccc2c1C1CNCC2C1,CHEMBL198987,=,=,Ki,nM,200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,200.0
B,Oc1cccc2c1C1CNCC2C1,CHEMBL371536,=,=,Ki,nM,1700.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1700.0
B,c1ccc(-c2cccc3c2C2CNCC3C2)cc1,CHEMBL198206,=,=,Ki,nM,1600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1600.0
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.11,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.11
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,240.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,240.0
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,3540.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,3540.0
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,617.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,617.0
B,Cc1nc2cc3c(cc2nc1C)C1CNCC3C1,CHEMBL198278,=,=,Ki,nM,0.55,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.55
B,c1nc2cc3c(cc2[nH]1)C1CNCC3C1,CHEMBL198490,=,=,Ki,nM,0.15,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.15
B,Cn1cnc2cc3c(cc21)C1CNCC3C1,CHEMBL198032,=,=,Ki,nM,0.75,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.75
B,CCCn1cnc2cc3c(cc21)C1CNCC3C1,CHEMBL199152,=,=,Ki,nM,0.36,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.36
B,CCCCn1cnc2cc3c(cc21)C1CNCC3C1,CHEMBL198035,=,=,Ki,nM,0.2,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.2
B,CC(C)Cn1cnc2cc3c(cc21)C1CNCC3C1,CHEMBL197891,=,=,Ki,nM,0.3,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.3
B,c1ccc(-n2cnc3cc4c(cc32)C2CNCC4C2)cc1,CHEMBL436110,=,=,Ki,nM,0.14,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.14
B,Cc1nc2cc3c(cc2[nH]1)C1CNCC3C1,CHEMBL198444,=,=,Ki,nM,0.1,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.1
B,Cc1nc2cc3c(cc2n1C)C1CNCC3C1,CHEMBL198333,=,=,Ki,nM,0.31,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.31
B,CCCn1c(C)nc2cc3c(cc21)C1CNCC3C1,CHEMBL199096,=,=,Ki,nM,0.19,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.19
B,Cc1nc2cc3c(cc2n1CC(C)C)C1CNCC3C1,CHEMBL199097,=,=,Ki,nM,0.28,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.28
B,Cc1nc2cc3c(cc2n1CC(C)(C)C)C1CNCC3C1,CHEMBL199046,=,=,Ki,nM,0.75,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.75
B,Cc1nc2cc3c(cc2n1-c1ccccc1)C1CNCC3C1,CHEMBL382313,<,<,Ki,nM,5.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,5.0
B,c1nc2cc3c(cc2o1)C1CNCC3C1,CHEMBL194268,=,=,Ki,nM,0.16,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.16
B,Cc1nc2cc3c(cc2o1)C1CNCC3C1,CHEMBL194475,=,=,Ki,nM,0.15,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.15
B,CC(C)c1nc2cc3c(cc2o1)C1CNCC3C1,CHEMBL196150,=,=,Ki,nM,1.9,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1.9
B,c1ccc(Cc2nc3cc4c(cc3o2)C2CNCC4C2)cc1,CHEMBL196201,=,=,Ki,nM,34.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,34.0
B,Cc1nc2cc3c(cc2s1)C1CNCC3C1,CHEMBL196095,=,=,Ki,nM,0.12,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.12
B,Cc1noc2cc3c(cc12)C1CNCC3C1,CHEMBL197129,=,=,Ki,nM,0.13,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.13
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,1.6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1.6
B,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,CHEMBL497939,=,=,Ki,nM,0.23,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.23
